"","WT1","WT2","WT3","muMT1","muMT2"
"Gm43493",0,0,0,0,0
"Zscan21",247,449,494,287,415
"Zfp113",138,220,238,160,239
"Cops6",2301,3427,3458,2608,3467
"Mcm7",257,348,428,279,321
"Mir25",0,0,0,0,0
"Mir93",0,0,0,0,0
"Mir106b",0,0,0,1,1
"Ap4m1",300,408,508,282,406
"Taf6",337,499,584,334,491
"Cnpy4",193,363,367,245,315
"Mblac1",101,131,132,88,126
"Gm454",0,0,0,0,0
"Gm43645",0,0,0,0,0
"Gm22956",0,0,0,0,0
"Nxpe5",0,1,0,0,2
"Lamtor4",676,1105,1044,983,1110
"BC037034",1048,1607,1774,974,1396
"6330418K02Rik",32,67,68,40,60
"Gal3st4",0,1,1,4,1
"Gm43720",0,0,0,0,0
"Gpc2",16,12,18,9,12
"Stag3",5,13,16,6,9
"Pvrig",0,0,0,0,2
"Pvrig-ps",0,0,0,0,0
"Gm10874",0,2,1,2,0
"Got2-ps1",6,3,1,0,3
"Gm25525",0,0,0,0,0
"Cyp3a61-ps1",0,0,0,0,0
"Gm48029",0,0,0,0,0
"Zfp157",394,516,582,354,483
"Gm5564",1,2,1,0,3
"Vmn2r-ps24",0,0,0,2,2
"1700123K08Rik",0,0,0,0,0
"Zfp68",658,1053,1191,709,1074
"Gm24082",0,0,0,0,0
"Gm15497",0,0,0,2,0
"Gm42815",0,1,7,3,3
"A430033K04Rik",309,428,492,304,381
"Gm38232",0,0,0,0,0
"Fam20c",590,794,1016,558,759
"Gm5294",0,0,0,0,2
"Pdgfa",511,779,764,576,721
"6330403L08Rik",570,763,951,544,830
"Prkar1b",10225,12864,14227,9281,11911
"Gm15672",11,9,22,10,12
"Dnaaf5",79,170,206,116,154
"Sun1",1260,1909,2328,1180,1704
"4930520M14Rik",1,0,0,0,0
"Get4",685,1053,1055,749,1043
"Adap1",3007,4062,4310,3113,3779
"Gm27316",0,0,0,0,0
"Cox19",558,831,837,626,843
"Cyp2w1",0,0,0,0,0
"3110082I17Rik",119,191,190,166,187
"Mir339",0,1,1,0,3
"Gpr146",428,575,703,384,518
"C130050O18Rik",4,8,9,7,7
"Gper1",55,79,83,67,69
"Gm26285",0,0,0,0,0
"Zfand2a",1164,1605,1936,1050,1640
"4930500L23Rik",0,1,0,1,1
"Uncx",0,7,2,8,1
"Gm42424",0,0,0,0,0
"Micall2",21,71,67,55,62
"Ints1",1496,1774,2321,1257,1719
"Mir7037",0,0,0,0,0
"Mafk",222,400,496,292,344
"Tmem184a",3,70,70,36,27
"Gm26938",0,0,0,0,0
"Psmg3",234,405,418,309,385
"Gm24146",0,0,0,0,0
"Gm42423",1,0,1,0,1
"Elfn1",422,583,736,391,529
"Gm43704",0,0,0,0,0
"Mad1l1",165,196,220,169,181
"Gm43702",0,0,0,0,0
"Gm16122",0,0,0,0,0
"Gm16121",0,0,1,0,0
"Gm43195",0,1,0,0,0
"Gm16120",0,0,0,0,0
"Gm43338",4,4,7,2,6
"Nudt1",54,92,92,71,77
"Mrm2",210,302,313,233,254
"Snx8",213,333,341,230,318
"Eif3b",2091,3300,3594,2378,3215
"Mir7038",0,0,0,0,0
"Gm4869",0,1,1,0,0
"Gm42805",0,0,0,0,0
"Chst12",483,685,681,555,645
"Gm42808",3,3,4,3,3
"Gm32158",0,0,0,0,0
"Grifin",2,4,4,2,0
"Gm43703",5,3,3,5,10
"Lfng",478,571,675,394,487
"Ttyh3",3832,4456,5784,2654,4076
"Iqce",306,484,600,315,431
"Brat1",389,501,595,304,455
"Amz1",194,246,288,120,233
"Gna12",1978,3198,3484,2535,3301
"Card11",4,3,3,4,2
"Gm44385",0,0,0,0,0
"Gm26113",0,0,0,0,0
"Sdk1",73,98,140,46,70
"Gm6433",0,0,0,0,0
"Gm43708",0,0,1,1,1
"Gm43556",0,0,0,0,0
"Gm43557",0,0,0,0,0
"Gm16035",0,0,1,0,0
"Gm24131",0,0,0,0,0
"Gm16036",0,0,0,0,0
"Gm26970",0,0,0,0,0
"Foxk1",1129,1498,2308,963,1632
"Ap5z1",326,500,553,354,493
"Radil",156,214,213,117,144
"Papolb",3,17,7,2,6
"Gm43037",0,0,0,0,0
"Mmd2",3972,5251,6121,4075,5861
"Gm31274",2,0,2,0,0
"Wipi2",2518,3699,4176,2623,3714
"Slc29a4",389,1042,1294,672,1069
"Tnrc18",1558,1945,2702,1068,1837
"Gm15770",1,0,2,0,1
"Fbxl18",943,1212,1693,826,1312
"D430018E03Rik",2,1,0,0,2
"Actb",30303,44719,49200,33955,46623
"Fscn1",2861,3605,4111,2422,3400
"Rnf216",891,1147,1455,798,1268
"Gm43378",0,0,0,0,0
"Gm43380",0,0,0,0,0
"Olfr718-ps1",0,0,0,0,0
"Gm7291",0,0,0,0,0
"Gm44405",0,0,0,0,0
"Rbakdn",0,0,0,0,0
"Rbak",189,275,345,211,323
"Spdye4b",0,0,0,0,0
"Spdye4a",0,2,1,0,0
"4930448H16Rik",0,2,0,1,0
"Zfp12",616,833,1041,610,875
"Zfp316",722,900,1145,561,884
"BC030343",53,87,105,54,88
"Zfp853",93,96,143,72,84
"E130309D02Rik",417,548,684,454,587
"Gm42501",4,8,6,6,1
"Zdhhc4",330,537,585,426,523
"0610040B10Rik",39,66,74,40,67
"Gm43397",0,0,2,0,0
"Grid2ip",11,26,20,27,18
"Gm20635",4,12,15,7,8
"Gm42504",0,4,3,1,1
"Gm43398",3,29,15,17,6
"9530056K15Rik",2,3,3,1,0
"Kdelr2",575,841,902,651,863
"Gm4870",0,0,0,0,0
"Gm9497",0,0,2,0,0
"Daglb",563,770,943,531,738
"Rac1",5466,8117,8974,5692,8362
"Gm42502",1,1,0,1,0
"Fam220a",1164,1770,2142,1291,1970
"Cyth3",853,1085,1494,791,1192
"Usp42",373,472,656,291,474
"D130017N08Rik",315,366,541,270,484
"Gm42503",0,2,3,0,1
"Eif2ak1",1464,2059,2422,1430,2154
"Ankrd61",3,2,7,1,5
"Aimp2",298,413,461,346,414
"Pms2",330,429,523,293,393
"Gm17135",2,2,0,1,0
"Gm42421",0,0,0,0,0
"Rsph10b",42,96,102,62,88
"Ccz1",674,1005,1024,723,923
"Gm24311",0,0,0,0,0
"Ocm",2,2,1,0,0
"Gm43615",0,0,0,0,0
"Lmtk2",2184,2475,3442,1424,2351
"Gm26925",0,0,0,0,0
"Bhlha15",0,4,1,1,2
"Tecpr1",2606,3856,4451,2944,4041
"Gm43267",10,13,15,10,15
"2900089D17Rik",9,13,17,7,12
"Bri3",164,324,312,268,299
"Baiap2l1",12,97,96,59,77
"Gm15708",3,4,6,4,2
"Dmrt1i",0,0,0,0,0
"Gm15709",0,0,0,0,0
"Nptx2",512,979,1106,565,878
"Gm6272",0,1,2,0,0
"Tmem130",3048,3738,4301,2678,3215
"Trrap",1916,2500,3350,1510,2313
"Gm23995",0,0,0,1,0
"Smurf1",698,980,1194,531,884
"Mir7039",0,0,0,0,0
"Kpna7",0,1,0,0,0
"Gm43563",0,0,0,0,0
"Gm4871",0,0,0,0,0
"Gm43562",0,0,0,0,0
"Gm43561",0,0,0,0,0
"1700018F24Rik",0,0,0,0,0
"Arpc1a",4033,6492,6445,5137,6674
"Arpc1b",292,603,521,372,504
"Pdap1",2060,3054,3185,2160,2963
"Bud31",766,1140,1173,936,1095
"Ptcd1",459,714,735,420,683
"Cpsf4",230,370,431,225,332
"Atp5j2",1713,2753,2632,2235,2638
"Zkscan14",207,320,359,257,329
"Zkscan5",309,457,534,288,452
"Zfp655",705,966,1289,597,1002
"Gm9710",0,0,0,0,0
"Zscan25",228,320,424,207,331
"Gm42636",8,19,14,13,20
"Cyp3a57",0,0,0,0,0
"Gm2314",0,0,0,0,0
"Gm42859",0,0,0,0,0
"Cyp3a16",0,0,0,0,0
"Gm42863",0,0,0,0,0
"Cyp3a41b",0,0,0,0,0
"Gm43381",0,0,0,0,0
"Selenok-ps7",0,0,0,0,0
"Cyp3a63-ps",0,0,0,0,0
"Cyp3a41a",0,0,0,0,0
"Gm43626",0,0,0,0,0
"Cyp3a44",0,0,0,0,0
"Gm19089",0,0,0,0,0
"Cyp3a11",0,0,0,0,0
"Gm42431",0,0,0,0,0
"Gm43624",0,0,0,0,0
"Gm43115",0,0,0,0,0
"Cyp3a25",0,0,0,0,0
"Gm8454",0,0,0,0,0
"Gm43239",0,0,0,0,0
"Gm8458",0,0,0,0,0
"Cyp3a59",0,0,0,0,0
"Gm5565",0,0,0,0,0
"Gm6309",0,0,0,0,0
"1700001J03Rik",0,1,1,1,0
"B230303O12Rik",1,1,5,2,2
"Gm34248",0,1,0,0,0
"Gm43625",1,2,2,0,0
"Rnf6",1564,2193,2623,1471,2139
"Cdk8",350,563,618,320,507
"Gm15739",0,0,0,0,0
"Wasf3",2427,3007,3987,1873,3109
"Gm6408",0,2,0,1,0
"Gm6370",0,0,0,0,0
"4930449I24Rik",0,0,0,0,0
"Gm3402",0,0,0,0,0
"Gm3404",0,0,0,0,0
"Gm3409",0,0,0,0,0
"Gm3415",0,0,0,0,0
"Gm8494",0,2,2,3,1
"Gpr12",466,682,785,455,668
"Gm34333",2,8,2,2,5
"4930573C15Rik",0,0,0,1,0
"Usp12",1108,1556,2017,927,1542
"1700041I07Rik",0,0,0,0,0
"Rpl21",5766,8359,8071,7516,8799
"Gm25091",0,0,0,0,0
"Gm23202",0,0,0,0,0
"Rasl11a",166,269,276,189,246
"Gtf3a",169,273,249,167,260
"Mtif3",330,513,524,369,463
"Lnx2",93,155,206,86,125
"Polr1d",752,1095,1159,837,1148
"Rps10-ps4",0,0,0,0,0
"Gsx1",7,13,7,5,8
"Gm24556",0,0,0,0,0
"Plut",0,0,0,0,0
"Pdx1",0,0,0,0,0
"Gm27033",0,0,0,0,0
"Mir7k",0,0,0,0,0
"Cdx2",0,0,0,0,0
"Urad",0,0,0,0,0
"Gm29778",0,0,0,0,0
"Flt3",119,152,187,91,146
"Gm26597",1,0,4,1,1
"Gm6054",2,2,4,0,1
"Gm29793",0,1,1,0,1
"D5Ertd605e",2,4,6,6,0
"Gm43461",16,22,42,17,22
"Gm43460",27,34,37,22,23
"Pan3",558,851,1036,554,787
"Gm42883",0,0,0,0,0
"Flt1",722,1013,1425,720,1005
"Gm43156",0,0,0,0,0
"Gm43155",0,0,0,0,0
"Pomp",1023,1706,1869,1294,1629
"Gm35648",0,0,0,2,0
"Slc46a3",81,159,165,93,163
"Gm15721",37,28,30,32,14
"Mtus2",675,885,1161,657,934
"Gm10167",6,11,18,10,10
"Gm43553",0,0,0,0,0
"Slc7a1",680,836,1241,544,882
"Gm19617",0,0,0,0,0
"Ubl3",3558,5516,6111,3849,5411
"1700013A02Rik",0,0,0,0,0
"Gm29815",0,1,1,0,0
"Gm36186",0,0,0,0,0
"2210417A02Rik",0,0,0,0,0
"n-R5s179",0,0,0,0,0
"4930505K14Rik",0,0,0,0,0
"Gm15407",0,0,0,0,0
"Katnal1",1123,1466,1775,910,1548
"Gm42791",0,0,1,0,1
"Gm43600",0,0,0,0,0
"Gm15410",0,5,4,4,4
"Gm15406",0,0,0,0,1
"8430423G03Rik",0,2,0,0,0
"1810059H22Rik",17,28,24,28,34
"Gm15409",0,0,1,0,0
"5930430L01Rik",56,59,82,32,64
"Gm15411",14,29,33,30,22
"Gm15408",7,7,19,15,11
"Hmgb1",2421,3765,4131,2405,3542
"Mm2pr",0,3,4,1,2
"Gm42787",1,0,0,0,0
"Gm42788",1,1,4,1,3
"Gm23362",0,0,0,0,0
"Gm8615",1,0,0,0,3
"Gm43332",6,8,6,3,6
"Uspl1",669,961,1147,647,931
"2310047D07Rik",6,9,8,9,8
"Gm29264",2,10,6,0,11
"Gm24105",0,0,2,1,1
"Alox5ap",48,77,95,63,85
"n-R5s180",0,0,0,0,0
"Gm19719",9,18,16,5,13
"BC028471",0,3,2,1,0
"Gm20488",0,0,1,1,0
"Gm43152",0,0,0,0,0
"Medag",87,129,134,93,118
"Gm43151",0,0,0,0,0
"Gm43150",0,0,0,0,0
"Tex26",4,3,2,2,4
"4933425D22Rik",0,1,2,1,1
"Gm15997",3,8,3,1,3
"Gm2566",0,0,2,0,0
"Wdr95",3,19,9,7,11
"Hsph1",5573,8554,10271,5612,9038
"Gm20005",0,0,0,0,0
"Gm5566",1,2,1,2,1
"B3glct",281,328,495,221,329
"Gm21221",0,0,0,0,0
"4930500F04Rik",0,0,1,0,1
"Gm43450",0,0,0,0,0
"Gm43452",0,0,0,0,0
"Gm36241",0,0,0,2,0
"Gm21048",0,0,0,0,0
"Rxfp2",4,10,7,3,6
"Gm42558",0,0,0,0,0
"Gm42557",0,0,0,0,0
"Fry",2407,2978,4207,1817,2955
"Gm36378",0,0,0,0,0
"Gm42556",0,1,0,0,0
"Gm18753",0,0,0,0,0
"Gm5",5,3,6,6,0
"Zar1l",3,3,2,1,0
"Gm15933",0,0,0,0,0
"Brca2",105,150,214,126,135
"Gm25284",0,0,0,0,0
"Gm23641",0,0,0,0,0
"Gm42529",0,0,0,0,0
"Gm42531",0,1,3,0,0
"Gm43690",9,11,11,4,8
"N4bp2l1",466,606,699,503,559
"Gm43598",1,2,2,1,4
"Gm43597",201,261,316,175,250
"N4bp2l2",470,766,969,439,740
"Pds5b",2124,2985,3956,1871,3188
"Gm24630",0,0,0,0,0
"Gm26013",0,0,0,0,0
"Gm43807",0,1,3,0,0
"Gm36447",55,110,116,93,124
"Gm43298",0,0,0,0,1
"Kl",384,3961,5400,2110,3163
"Gm8675",1,3,10,6,5
"Stard13",338,505,728,370,526
"Gm42906",0,0,0,0,0
"5430435K18Rik",0,0,0,0,1
"Gm7041",0,0,1,0,0
"D730045B01Rik",0,2,4,2,1
"1700028E10Rik",14,33,40,9,19
"Vmn2r-ps25",0,0,0,0,0
"Vmn2r-ps26",0,0,0,0,0
"Vmn2r18",0,0,0,1,0
"AC120011.1",0,0,0,0,0
"Rfc3",114,133,155,112,142
"Gm43038",0,0,0,0,0
"Gm43129",0,0,0,0,0
"Gm24242",0,1,3,0,0
"Gm26463",0,0,0,0,0
"Gm23551",0,0,0,0,0
"Vmn1r-ps5",0,0,0,0,0
"Vmn1r-ps6",0,0,0,0,0
"Vmn1r-ps7",0,0,0,0,0
"Gm42642",0,0,0,0,0
"Gm42959",0,0,0,0,0
"Gm2651",0,0,0,0,0
"Gm42960",0,0,0,0,0
"Gm42961",0,0,0,0,0
"Gm8579",0,0,0,0,0
"Gm18222",0,0,0,0,0
"Gm43196",0,1,2,1,1
"Gm20559",11,14,19,8,24
"Gm43198",0,0,0,0,0
"Gm43197",0,4,2,0,2
"Samd9l",58,97,115,43,94
"Hepacam2",4,8,13,5,11
"Vps50",1314,1931,2175,1260,1785
"Gm43294",0,0,0,0,0
"Calcr",0,3,1,0,0
"Mir653",0,0,0,0,0
"Mir489",0,0,0,0,0
"Gm44221",0,0,0,0,0
"Tfpi2",1,1,1,1,4
"Gngt1",0,0,0,0,0
"Gng11",165,285,282,348,432
"4930528H21Rik",0,0,0,0,0
"Bet1",357,595,592,358,592
"Gm44055",0,0,0,0,0
"Gm44057",0,0,0,0,0
"Gm8602",0,0,0,0,0
"Gm44379",0,0,0,0,0
"Gm44380",0,0,0,0,1
"Gm24442",0,0,0,0,0
"Gm2522",0,0,0,0,0
"Gm37883",0,0,0,0,0
"Col1a2",755,813,1501,533,705
"Gm43921",0,0,0,0,0
"Gm18289",0,0,0,0,0
"Gm26696",3,1,0,0,1
"Casd1",1340,1973,2549,1245,1988
"Gm44432",0,0,0,0,1
"Sgce",276,424,419,337,422
"Peg10",378,411,476,215,366
"Gm44121",0,0,0,0,0
"Gm20714",0,0,0,0,0
"Gm26828",0,0,0,0,0
"Gmfg-ps",0,0,0,0,0
"Ppp1r9a",3859,5367,7176,3240,5158
"Gm26814",0,4,2,1,1
"Gm26736",2,1,1,3,1
"Gm26556",0,0,1,0,0
"Pon1",0,22,27,5,13
"Gm44250",49,486,578,233,334
"Pon3",22,118,154,63,91
"Pon2",1048,1584,1684,1128,1439
"Gm44424",0,1,2,0,0
"Asb4",5,9,12,9,19
"Pdk4",202,356,485,192,320
"Dync1i1",1610,2099,2380,1538,2128
"1700019G24Rik",1,11,4,6,9
"Slc25a13",38,98,101,66,92
"Gm20619",0,1,0,0,0
"Gm8649",0,0,1,0,0
"Gm27018",0,0,0,1,0
"Gm8652",0,3,0,1,1
"Gm20617",0,0,3,0,0
"Gm20685",0,0,0,0,0
"Sem1",456,718,688,559,715
"Gm20618",0,1,1,0,0
"Gm18006",0,0,0,0,0
"Gm5873",2,3,3,2,1
"Dlx6os1",300,408,468,257,407
"Gm27699",0,0,0,0,0
"Gm27905",0,0,0,0,0
"Gm44094",0,0,0,0,0
"Dlx6",92,245,114,171,114
"Dlx6os2",0,0,0,3,1
"Dlx5",65,144,93,80,78
"Gm22155",0,0,0,0,0
"Gm26774",0,0,0,0,0
"Sdhaf3",218,301,359,203,281
"Gm27190",0,0,0,0,0
"Gm8669",0,1,0,0,0
"Gm19272",0,0,0,0,0
"Gm44046",0,0,0,0,0
"Gm44048",0,0,0,0,0
"Tac1",240,466,366,216,216
"Gm8676",0,0,0,0,0
"Asns",2394,3108,3595,2316,3106
"1700012J15Rik",0,0,0,0,0
"Gm8686",0,0,0,0,0
"C1galt1",439,516,698,280,465
"Gm43961",0,1,0,0,1
"Gm43962",0,0,0,0,0
"Gm22276",0,0,0,0,0
"Gm9825",7,9,4,9,8
"Col28a1",3,5,3,6,4
"Mios",396,518,717,418,517
"Rpa3",103,156,157,119,167
"Umad1",715,1046,1085,674,933
"Gm45062",0,0,0,0,0
"Gm16055",0,0,0,0,0
"Gm8428",0,0,1,0,4
"Gm16043",0,0,0,0,0
"Gm24059",0,0,0,0,0
"A430035B10Rik",49,69,70,59,59
"Gm26075",0,0,0,0,0
"Glcci1",12,14,18,12,14
"Gm16042",0,0,0,0,0
"Ica1",392,531,632,385,489
"Nxph1",784,912,1167,608,781
"Gm35736",0,0,0,0,0
"Gm5110",0,0,0,0,0
"Gm18421",0,0,0,0,0
"Gm2691",0,0,0,0,0
"Gm43960",0,0,0,0,0
"Gm26058",1,1,0,0,0
"Gm27894",0,0,0,0,0
"Gm8744",0,0,0,0,0
"Gm35822",0,0,0,0,0
"AA545190",0,0,0,0,0
"Ndufa4",4731,7495,7299,6134,7289
"Phf14",640,893,1140,485,798
"Gm6578",0,1,2,0,1
"Gm32222",0,0,0,0,0
"Thsd7a",691,758,1218,461,930
"Gm16123",0,1,0,0,0
"Gm44129",0,1,0,0,0
"n-R5s160",0,0,0,0,0
"Gm15529",0,0,0,0,0
"Gm44472",0,0,0,0,0
"Gm5300",0,0,1,0,0
"Tmem106b",3869,5140,6706,3090,5250
"Gm24985",0,0,0,0,0
"Vwde",1,0,1,2,0
"1700016P04Rik",0,0,0,0,0
"Gm2796",0,0,0,0,0
"Gm25737",0,0,0,0,0
"Tmem168",300,494,604,295,477
"Bmt2",567,874,1001,463,786
"Gpr85",873,1303,1550,894,1198
"2610001J05Rik",709,998,1094,767,965
"1110019D14Rik",15,45,39,28,31
"Gm44412",0,0,0,0,0
"Gm44411",0,0,0,0,1
"Gm19252",0,0,0,0,0
"Gm23760",0,0,0,0,0
"Gm8820",0,0,0,0,0
"Gm23013",0,0,0,0,0
"Gm44446",0,0,0,0,0
"Ppp1r3a",0,0,1,2,0
"Foxp2",39,126,73,27,27
"Gm25470",0,0,0,0,0
"Gm44039",0,0,0,0,0
"Mdfic",64,298,337,228,331
"Gm43924",1,1,2,1,0
"Gm43990",0,0,0,0,0
"Gm43991",0,0,0,0,0
"Gm43993",0,0,0,0,0
"Gm3148",0,0,0,0,0
"Gm36406",0,0,0,0,0
"Gm36503",0,0,0,0,0
"Gm36669",0,0,0,0,0
"Tfec",1,1,1,0,1
"Gm5721",0,0,0,0,0
"Gm15473",0,0,0,1,0
"Gm4876",23,28,34,19,20
"Tes",29,40,52,24,39
"D830026I12Rik",1,1,10,1,3
"Gm15581",1,0,1,0,1
"Cav2",792,799,1064,509,715
"Cav1",237,321,394,271,437
"Gm29591",0,0,0,0,0
"Gm25021",0,0,0,0,0
"Met",69,221,156,99,77
"Capza2",6546,10045,11510,6957,10453
"St7",170,255,274,180,248
"Gm27755",0,0,0,0,0
"Gm27762",0,0,0,0,0
"Gm27960",0,1,0,0,0
"Gm27365",0,0,0,0,0
"Gm27542",0,0,0,0,0
"Gm28008",0,0,0,0,0
"Gm13898",0,0,0,0,0
"Gm13899",0,0,0,0,0
"Gm43533",0,0,0,0,0
"Gm42852",0,0,0,0,0
"Gm26738",0,0,0,0,0
"Gm27444",0,0,0,0,0
"Gm27402",0,0,0,0,0
"Gm43844",0,5,1,0,4
"Wnt2",84,152,147,97,146
"Asz1",0,0,0,0,0
"Gm43845",0,0,0,0,0
"Gm15593",0,1,0,0,0
"Gm15596",3,0,1,1,0
"Cftr",8,8,12,9,3
"Gm15592",0,0,0,0,0
"Gm15595",0,0,0,0,0
"Cttnbp2",1557,2326,3120,1331,2159
"Gm15594",1,2,5,3,1
"Gm43843",17,30,49,6,18
"Gm26233",0,0,0,0,0
"Gm23648",0,0,0,0,0
"Gm43228",0,0,0,0,0
"Gm5874",0,1,1,3,1
"Gm26809",101,138,198,92,172
"Gm20186",11,11,20,1,7
"Lsm8",639,1046,1118,764,1105
"Ankrd7",2,1,2,2,0
"Gm43498",0,0,0,0,0
"Gm22718",0,0,0,0,0
"Gm6655",0,0,0,0,0
"4930524B17Rik",0,0,0,0,0
"Eif3s6-ps4",1,0,4,0,0
"Gm24213",0,0,0,0,0
"Mir6370",0,0,0,0,0
"Gm22828",0,0,0,0,0
"Gm18482",0,0,0,0,0
"Gm43501",0,0,0,0,0
"Gm42581",0,0,0,0,0
"Gm19102",0,0,0,0,0
"Gm23960",0,0,0,0,0
"Gm26373",0,0,0,0,0
"Kcnd2",2755,3816,4800,2534,3942
"Gm42583",1,0,0,0,0
"Gm42584",0,0,0,0,0
"5330437M03Rik",1,1,5,3,1
"Tspan12",314,440,546,292,409
"Gm30270",1,1,1,0,0
"Gm3289",0,0,0,0,0
"Ing3",336,495,613,346,512
"Gm26719",2,0,0,1,0
"Cped1",65,114,189,75,87
"Gm42573",1,0,0,0,0
"Wnt16",13,32,28,17,23
"Fam3c",940,1320,1419,888,1221
"Gm43630",0,0,0,0,0
"Gm8927",2,4,2,3,4
"Gm8930",1,1,0,0,1
"Gm18861",0,0,0,0,0
"Gm23961",0,0,0,0,0
"Gm25942",0,0,0,0,0
"Gm43629",0,0,0,0,0
"Ptprz1",4505,5106,6829,3136,5108
"Aass",85,204,205,123,179
"AC122464.2",0,0,0,0,0
"Gm5989",0,0,0,0,0
"AC122464.1",0,0,0,0,0
"Gm5301",0,0,0,0,0
"Fezf1",0,1,4,0,1
"C130093G08Rik",0,2,1,2,4
"Cadps2",871,1279,1671,860,1389
"Gm27959",0,0,0,0,0
"Gm24217",0,0,0,0,0
"Rnf133",0,0,0,0,0
"Rnf148",0,0,0,0,0
"Tas2r118",0,0,0,0,0
"Slc13a1",3,1,1,3,1
"Gm20706",0,0,1,0,0
"Gm26386",0,0,0,0,0
"Iqub",20,100,137,80,87
"Ndufa5",1288,2169,1958,1711,1949
"Asb15",0,0,1,0,0
"Gm42689",0,0,0,0,0
"Lmod2",0,0,0,0,0
"Wasl",3238,4803,5824,3294,4899
"Gm42856",1,0,0,0,2
"Hyal6",0,0,0,0,0
"Hyal4",0,0,0,0,0
"Spam1",0,0,0,0,0
"Gm18327",0,0,0,0,0
"Hyal5",0,0,0,0,0
"Gm22267",0,0,0,0,0
"Tmem229a",1433,1900,2204,1135,1792
"Gm5302",0,0,0,0,0
"Gm24443",0,0,0,0,0
"Gm22529",0,0,0,0,0
"Gpr37",1282,2078,2180,1655,2302
"Pot1a",178,279,375,196,293
"Gm20756",0,0,1,0,0
"Gm6719",0,0,0,0,0
"Gm24691",0,0,0,0,0
"Gm42474",0,0,0,0,0
"Grm8",132,174,161,102,80
"Gm42801",0,0,0,0,0
"Gm26310",0,0,0,0,0
"Mir592",0,0,0,0,0
"Gm42547",112,141,193,87,132
"6530409C15Rik",6,10,9,13,11
"Gm42549",7,3,5,8,5
"Gm42548",2,3,1,2,2
"Zfp800",136,164,297,100,174
"Gm5303",0,1,0,0,0
"Gcc1",483,745,955,484,719
"Arf5",2880,4248,4185,3428,4123
"Fscn3",0,0,1,0,1
"Pax4",0,2,0,0,0
"Gm43264",0,0,0,0,0
"Snd1",1531,2366,2539,1780,2434
"Gm37321",0,0,0,0,0
"Gm37978",0,0,0,0,0
"Lrrc4",2364,3081,3963,2259,3271
"Gm37940",25,29,49,22,30
"Gm3294",14,23,39,23,22
"Mir129-1",0,0,0,0,0
"Lep",0,0,0,0,1
"Gm25589",0,0,0,0,0
"Rbm28",552,815,1087,545,807
"Gm24303",0,0,0,0,0
"Prrt4",51,31,70,48,51
"Impdh1",767,1028,1103,733,983
"Gm26021",0,0,0,0,0
"Hilpda",105,166,158,128,180
"Fam71f2",1,7,16,2,6
"Fam71f1",0,0,0,0,0
"Gm17172",0,0,0,0,0
"Calu",1839,2751,3307,1899,2738
"Opn1sw",1,2,2,0,3
"Ccdc136",1216,1312,1574,944,1133
"Gm26220",0,0,2,0,0
"Gm44354",0,0,1,3,0
"Flnc",53,93,162,68,85
"Atp6v1f",1979,3086,3025,2480,3025
"Atp6v1fnb",0,2,0,1,0
"Kcp",18,24,42,12,33
"Gm26484",0,0,0,0,0
"Gm26627",0,0,0,0,0
"Irf5",63,108,128,65,90
"Tnpo3",1477,2052,2676,1362,2112
"Gm43029",0,1,3,0,1
"Tspan33",456,899,987,618,825
"Smo",359,486,685,339,524
"Gm13717",3,5,2,7,4
"Ahcyl2",4013,6023,8409,4105,6261
"4930528J11Rik",1,2,1,0,0
"Strip2",517,1375,1548,680,1276
"Gm13724",0,0,2,0,0
"Gm24536",0,0,1,0,0
"Gm13725",0,0,0,0,0
"Smkr-ps",4,4,5,6,6
"Gm23049",0,0,0,0,0
"Nrf1",226,352,362,258,331
"Gm25580",0,0,0,0,0
"Mir182",0,0,0,0,0
"Mir96",0,0,0,0,0
"Mir183",0,0,0,0,0
"Rncr4",0,0,0,0,0
"Ube2h",1999,2866,3084,2011,2738
"1700095J07Rik",0,0,0,0,0
"Gm25625",0,0,0,0,0
"Zc3hc1",489,705,766,506,645
"n-R5s161",0,0,0,0,0
"Klhdc10",2114,2829,3653,1806,2834
"1700012C14Rik",2,1,1,1,2
"Tmem209",439,587,777,343,666
"Ssmem1",1,3,1,2,2
"Cpa2",13,27,29,29,30
"Cpa4",3,3,6,2,1
"Gm13781",0,0,0,0,0
"Cpa5",0,2,0,0,1
"Cpa1",0,0,0,0,0
"Cep41",82,150,170,83,156
"Gm13782",0,0,0,0,0
"Gm14528",0,0,0,0,0
"Mest",381,546,771,363,580
"Gm27522",0,0,0,0,0
"Gm44296",0,0,0,0,0
"Gm27568",0,0,0,0,0
"Mir335",0,0,2,0,0
"Copg2",1522,2077,2473,1519,2246
"4930412F09Rik",0,0,0,0,0
"Tsga13",2,2,0,1,1
"Klf14",6,4,1,2,4
"Mir29a",0,0,0,0,0
"Mir29b-1",0,0,0,0,0
"Gm27019",0,0,0,0,0
"Lncpint",6,5,4,4,12
"Gm13833",2,0,0,1,0
"5330406M23Rik",0,1,1,1,1
"Gm13835",25,23,17,11,22
"Gm37728",0,0,1,1,0
"2210408F21Rik",42,42,87,29,58
"Gm43800",1,3,3,3,2
"Gm14532",1,2,5,1,0
"Mkln1os",57,83,91,41,67
"Gm13844",1,2,3,3,1
"Mkln1",1508,1852,2466,1283,1907
"Podxl",573,779,1083,558,814
"Gm6117",6,7,5,9,3
"Gm43154",21,25,26,22,28
"Gm13848",4,12,5,8,6
