"","Veh1","Veh2","STZ1","STZ2","STZ3"
"Fsip1",75,84,64,51,75
"4921508D12Rik",2,0,1,4,2
"Gpcpd1",10396,9816,11232,11426,9931
"Rasgrp1",56751,54318,59009,55703,55248
"Fam98b",3131,2624,3398,2838,3155
"Chgb",33419,30584,33828,34387,32754
"Spred1",21416,17444,21933,20007,19880
"Mcm8",432,393,466,445,456
"Tmco5",97,55,165,85,82
"Fermt1",78,171,251,282,70
"Crls1",2885,2667,3007,2613,2766
"Bmp2",252,283,256,247,212
"Slc27a2",530,536,595,664,572
"Hdc",87,195,114,91,125
"Gabpb1",1656,1409,1745,1576,1691
"Usp8",7202,6246,7350,6773,7191
"Usp50",60,73,88,67,127
"Trpm7",11241,10195,10944,10924,10705
"Sppl2a",6431,6326,6844,6598,6918
"Stard7",8484,8341,8854,8073,8502
"Dusp2",32,40,54,52,29
"Fahd2a",866,869,985,861,823
"Mrps5",3002,2980,3444,3147,3183
"Mal",13373,11541,11354,10490,8288
"Prom2",28,22,16,16,19
"Mall",18,13,39,15,18
"Nphp1",1695,1668,1620,1517,1567
"Bub1",25,13,16,19,48
"Acoxl",0,0,0,4,2
"Bcl2l11",480,575,572,604,865
"Ndufaf5",1785,1580,1907,1618,1785
"Fbln7",114,195,147,117,166
"Zc3h8",408,372,427,443,405
"Ttl",4112,3650,4179,4104,3739
"Polr1b",1345,1302,1465,1355,1249
"Slc20a1",8693,9040,9900,9658,9134
"Il1b",0,7,12,20,98
"Il1a",62,44,73,63,157
"Pdyn",705,587,662,740,736
"Tgm3",19,35,69,103,27
"Tgm6",6,4,10,7,23
"Snrpb",2512,2236,2410,2372,2411
"Nop56",5290,4989,5809,5544,5284
"Idh3b",12021,10565,12177,10777,11317
"Cpxm1",352,535,388,492,389
"1700020A23Rik",0,0,0,0,2
"Vps16",3000,3047,3334,3229,3059
"Lpin3",115,78,100,65,73
"Otor",0,0,0,0,0
"Pcsk2",22993,22787,24873,27451,22154
"Bfsp1",49,50,30,40,37
"Rrbp1",3839,4033,4127,3790,4473
"Snx5",5829,5696,6105,5959,6816
"Mgme1",467,385,442,413,500
"Csrp2bp",2294,2020,2389,2150,1951
"Polr3f",3243,3054,3394,3147,3143
"Rbbp9",2524,2172,2616,2359,2406
"Sec23b",3253,3293,3462,3241,3301
"Dtd1",2352,2160,2433,2198,2230
"Scp2d1",7,0,6,2,6
"Xrn2",5631,5445,6111,5739,5683
"Nkx2-2",335,381,353,333,349
"Cd93",421,496,464,478,633
"Napb",43857,40448,50534,44080,44344
"Gzf1",3997,4142,4224,3660,4015
"Cst8",0,0,0,0,0
"Cst12",0,0,0,0,0
"8030411F24Rik",0,0,0,0,0
"Cst9",0,0,0,0,0
"9230104L09Rik",1,0,1,0,4
"Cst3",34085,34488,36491,35315,40089
"Acss1",2577,2619,2705,2346,2610
"Gins1",50,52,52,46,49
"Nsfl1c",4506,4252,5011,4272,4594
"Sdcbp2",23,25,36,38,22
"Snph",33295,29160,34768,30574,31270
"Fam110a",299,302,291,256,272
"Angpt4",6,7,0,2,4
"Slc52a3",44,75,63,53,52
"Tbc1d20",3966,3969,4209,4130,4196
"Rbck1",4265,4218,4404,4417,4146
"Defb22",0,0,0,0,0
"Tpx2",178,153,237,193,288
"Mylk2",0,2,0,0,6
"Pdrg1",1289,1173,1273,1304,1385
"Ccm2l",91,95,106,89,36
"Kif3b",8249,7048,7939,7087,7748
"Dnmt3b",81,98,123,104,94
"Mapre1",8551,8622,8767,8307,8833
"Sun5",0,0,0,0,1
"Bpifb2",2,0,0,0,0
"Bpifa3",0,0,0,0,0
"Bpifa1",26,30,24,6,1
"Bpifa5",0,0,2,0,2
"Bpifb1",10,8,15,10,10
"Cdk5rap1",1027,946,1044,976,1179
"Snta1",2703,2612,2481,2319,2356
"Necab3",896,962,1102,1341,795
"E2f1",299,316,354,387,272
"Fam210b",2487,2618,2529,1998,2181
"Aurka",71,74,73,77,64
"Cstf1",1403,1475,1541,1236,1446
"Pkia",15812,14807,16507,15533,16950
"Stmn2",17888,16093,20537,17593,16815
"Rtfdc1",3554,3390,3963,3391,3578
"Fam209",10,9,11,15,12
"Tpd52",3789,3961,4525,4331,4617
"Pag1",4604,3955,4245,4262,4530
"Rae1",2356,2581,2700,2538,2730
"Rbm38",143,121,121,109,165
"Pck1",0,1,0,3,2
"Zbp1",9,14,14,49,160
"Ankrd60",0,1,1,0,3
"1700021F07Rik",0,0,0,0,0
"Rab22a",5831,5226,6193,5290,5704
"Zdbf2",7148,6793,8009,5526,7088
"Stx16",6691,6463,7636,6760,7000
"Gnas",62075,60167,66516,56958,59863
"Edn3",291,384,286,331,238
"Phactr3",10065,8798,11303,10475,10003
"Fabp9",2,0,0,0,0
"Fabp12",4,5,0,1,2
"Impa1",3993,3378,4010,3610,3974
"Fabp5",3714,3873,4030,3900,5919
"Snx16",2671,2376,3152,2599,2728
"Chmp4c",25,58,37,28,24
"Ptpn1",4208,3732,4210,3896,4359
"Nfatc2",1494,1636,1394,1235,1489
"Atp9a",21863,21444,24683,21516,21401
"Sall4",62,75,46,48,53
"Lrrcc1",2957,3150,3589,3402,3282
"Zfp64",1023,1079,1146,1142,1021
"E2f5",837,770,809,775,875
"Car13",133,174,253,124,215
"Car1",2,6,7,0,4
"Car3",20,17,30,14,35
"Dok5",692,726,815,952,620
"Car2",11990,11763,10998,9737,10852
"Cypt12",0,0,0,0,0
"Psma7",4006,4007,4134,4006,4188
"Ntsr1",236,345,453,482,300
"Mrgbp",1040,1067,1180,1074,1214
"Col9a3",2555,4250,602,654,720
"Gid8",2917,3025,3369,2962,3013
"Nkain4",1146,1009,1329,1084,1144
"Arfgap1",5904,6162,6492,6205,5849
"Chrna4",1934,2152,2811,2691,1801
"Srms",20,13,12,14,17
"Helz2",350,403,364,459,420
"Stmn3",15304,14840,17287,14318,14824
"Zgpat",3380,3103,3798,3214,3035
"Zbtb46",901,1037,1124,1057,1034
"Oprl1",3138,2808,3537,2987,3150
"Pcmtd2",9270,8044,9490,8587,8807
"Raly",2242,2356,2495,2291,2323
"a",0,2,0,2,0
"Ahcy",1195,1213,1308,1202,1228
"Itch",10099,9068,10227,9544,9822
"Armc1",6877,6280,7452,6537,6817
"Mtfr1",854,907,689,645,691
"Map1lc3a",4665,5009,5048,4535,4384
"Ggt7",5626,5620,6107,5847,5383
"Acss2",4690,4490,5129,4407,4223
"Dnajc5b",0,5,4,6,4
"Gss",1152,983,1130,1049,1046
"Procr",10,12,8,18,20
"Mmp24",3316,3039,3414,3109,3222
"Eif6",1223,1368,1363,1308,1297
"Hps3",2267,2176,2492,2382,2409
"Nfs1",2233,2030,2341,2166,2226
"Rbm39",26839,24827,28917,26659,27607
"Epb4.1l1",41904,38195,45402,42376,38968
"Aar2",2486,2482,2519,2175,2153
"Tbl1xr1",16850,16049,18739,16531,17616
"Ndrg3",29842,26479,31698,29070,28740
"Dsn1",209,211,244,251,250
"Sla2",53,73,69,55,61
"1110008F13Rik",2252,2199,2292,2163,2462
"Samhd1",1470,1503,1719,1605,1982
"Rbl1",248,265,323,289,354
"Rpn2",6514,6624,6885,6373,6787
"Ghrh",6,2,12,5,2
"Src",9179,9102,9767,9313,9337
"Ctnnbl1",1943,1712,2067,1889,1875
"Tti1",1720,1653,1869,1606,1708
"Rprd1b",2885,2782,2985,2812,2826
"Ralgapb",19365,17788,20943,18836,19158
"Fam83d",153,76,130,173,100
"Dhx35",1508,1448,1774,1509,1500
"Wisp2",22,30,10,18,92
"Skil",12857,13169,13010,13243,13910
"Slc2a10",71,134,110,129,125
"Zmat3",11599,10834,12346,11407,11022
"Pik3ca",9070,8329,9480,8710,8928
"Zfp639",2331,2364,2417,2586,2447
"Mfn1",6848,6394,7406,6819,6492
"Gnb4",1378,1435,1466,1462,1352
"Ocstamp",0,2,0,0,0
"Actl6a",1066,983,945,981,1004
"Ndufb5",4878,4696,5105,4612,4511
"Pex5l",31543,29781,37363,31779,31317
"Ccdc39",3859,3691,3941,3474,3481
"Ttc14",21846,19458,23836,22651,22026
"Ncoa3",5860,5678,5757,5764,5909
"Dnajc19",1033,1067,1003,1096,1041
"Fxr1",9080,7986,9138,8190,9038
"Mecom",320,357,209,202,139
"Slc2a2",9,9,10,4,8
"Tnik",30855,28926,32789,32874,30321
"Gm8325",76,65,58,74,66
"Pld1",1329,1359,1210,1146,980
"Nceh1",12411,11858,13730,12484,12859
"Ect2",79,84,95,71,86
"Lrrc34",29,85,17,18,38
"Lrriq4",0,0,0,0,0
"Sec62",15125,14318,15452,13942,14599
"Dcun1d1",6296,5859,6452,6154,6100
"Mccc1",3533,3562,3258,3052,2809
"Acad9",2647,2467,2664,2584,2459
"Anxa5",2081,2506,2241,2315,3007
"1810062G17Rik",3,6,11,8,11
"Exosc9",2053,2060,2347,2297,2163
"Ccna2",133,147,157,155,209
"Trpc3",542,604,729,701,458
"Il21",2,4,3,4,5
"Adad1",0,0,4,0,2
"Il2",0,0,0,0,0
"Spata5",1842,1676,2088,1828,2017
"Slc7a11",6741,11281,8643,9341,10220
"Rab33b",2400,2369,2641,2392,2498
"Cog6",3890,3218,3888,3576,3674
"Stoml3",58,100,75,25,60
"Ufm1",6081,5495,6456,5658,5920
"Trpc4",7342,6347,7515,5920,6709
"Postn",365,386,279,213,291
"Supt20",4244,3836,4542,4065,4443
"Exosc8",1066,969,1084,1052,1083
"Aadac",0,0,0,0,0
"Sucnr1",2,0,0,2,14
"Mbnl1",16369,14506,16775,15978,17340
"P2ry1",260,238,366,400,311
"Dhx36",12284,10920,12853,11663,12037
"Gfm1",4422,4183,4757,4200,4371
"Mfsd1",1982,2076,2144,2043,2345
"Il12a",34,34,26,18,22
"Schip1",2487,2248,2461,2550,2655
"Ift80",4542,3685,4221,3720,4112
"Kpna4",13625,10967,13827,11823,13985
"Ppm1l",13789,13642,16006,16105,13416
"Nmd3",3547,3705,3979,3834,3911
"Otol1",2,0,0,0,0
"Sis",13,5,16,17,8
"Bche",572,1004,1075,870,806
"Ccna1",77,38,108,60,57
"Sohlh2",2,0,0,0,1
"Smad9",1430,1563,1484,1470,1581
"Dclk1",68401,65572,77705,75658,64925
"Nbea",78762,71130,81178,78579,79649
"Tm4sf1",608,803,679,572,852
"Tm4sf4",4,0,0,2,1
"Wwtr1",1809,2000,2007,1775,2082
"Ppid",6868,5524,7084,6019,6604
"Pfn2",29815,27652,30998,29134,29839
"Tsc22d2",9115,8259,9126,9100,9449
"Serp1",4505,4429,4527,3926,5092
"Etfdh",2744,2637,2793,2481,2465
"Eif2a",3689,3551,3841,3650,3786
"4930579G24Rik",105,71,102,94,115
"Mme",1064,967,1239,1096,1115
"Slc33a1",3644,3459,3669,3247,3567
"Gmps",15553,14506,17637,14224,16281
"Vmn2r1",132,114,153,148,126
"Kcnab1",12393,10418,12762,11495,11807
"Ssr3",11943,10198,12183,10806,12580
"Ccnl1",5633,5326,5499,5932,6010
"Veph1",8,17,2,4,8
"Ptx3",40,28,29,36,194
"Shox2",12,18,18,16,32
"Serpini1",20244,19558,26700,22472,20905
"Pdcd10",3442,2964,3549,3254,3327
"Wnt2b",33,42,88,48,44
"Ptpn22",76,107,102,101,174
"Dclre1b",685,665,725,754,678
"Olfml3",1008,1202,1490,1235,2016
"Syt6",579,569,648,608,581
"Nras",4613,4266,4642,4694,4862
"Sike1",4947,4530,4855,5018,5029
"Sycp1",2,6,0,0,0
"Tshb",0,0,0,0,3
"Tspan2",9909,9724,9602,9616,8556
"Ngf",158,156,169,170,185
"Vangl1",456,521,470,392,438
"Casq2",93,104,103,57,90
"Cd2",0,9,2,2,21
"Ptgfrn",1174,1309,1261,1329,1102
"Gdap2",3389,2802,3175,2984,3134
"Spag17",191,227,204,142,218
"Tbx15",47,124,126,94,70
"Hsd3b6",0,0,0,0,0
"Hao2",0,0,0,0,0
"Hsd3b1",0,0,0,0,0
"Hmgcs2",365,618,630,366,490
"Reg4",0,0,1,0,0
"Notch2",5829,8065,5298,5384,5920
"Sec22b",4938,4667,5455,4699,5032
"Slc25a54",0,4,3,0,1
"Prpf38b",5989,5652,6416,5737,6017
"Stxbp3a",2286,2402,2072,2170,2178
"Gpsm2",1455,1202,1293,1433,1304
"Clcc1",1858,1833,1974,1786,1827
"1700013F07Rik",105,123,95,60,97
"Sypl2",254,255,286,261,279
"Ampd2",4434,4366,4315,4100,4309
"Gstm4",406,469,418,379,393
"Ahcyl1",34399,32301,35732,34346,33639
"Slc6a17",32944,32228,37060,32519,30602
"Kcnc4",4187,4044,4843,4423,3803
"Slc16a4",270,379,136,143,111
"Dram2",2045,2073,2282,1989,2335
"Dennd2d",73,84,31,32,92
"Chil6",1,2,5,0,0
"Ddx20",1183,1284,1195,1149,1193
"S100a11",175,296,217,219,456
"Tchhl1",0,0,0,0,0
"Lce1m",0,0,0,0,0
"Crct1",0,0,0,0,0
"Lce1g",0,0,0,0,0
"Lce1b",0,0,0,0,0
"Sprr2j-ps",0,0,0,0,0
"Lelp1",0,0,0,2,0
"Npr1",441,542,330,342,372
"Slc27a3",498,481,463,386,519
"Ints3",6352,5652,6532,5344,6151
"Rab13",190,213,269,238,197
"Crtc2",1476,1510,1625,1478,1383
"Jtb",1635,1474,1645,1439,1549
"Creb3l4",17,18,28,18,20
"Nup210l",68,62,83,43,66
"Tpm3",9227,8352,10170,8988,9668
"4933434E20Rik",4591,4555,4602,4012,4484
"Hax1",1859,1746,2041,1644,1817
"Il6ra",883,877,862,779,1020
"Chrnb2",4766,4456,5299,4657,4680
"Adar",12223,11483,13739,12725,12783
"Pmvk",1339,1265,1301,1257,1121
"Slc50a1",997,1071,1163,1053,1138
"Efna1",241,242,213,227,249
"Fam198b",456,449,556,404,520
"Tmem144",1198,1125,1163,1122,1220
"Slc35a3",3045,3138,3150,3148,2975
"Sass6",895,759,908,829,872
"Lrrc39",27,23,11,30,24
"Vcam1",2947,3284,2327,2325,3106
"Extl2",5442,5024,5771,5449,5498
"Olfm3",2639,2362,3124,2742,2637
"Col11a1",1807,1415,1911,1493,1683
"Neurog2",106,59,66,37,74
"Larp7",1212,1184,1391,1239,1258
"Ndst4",5645,5433,5722,5098,5810
"1700006A11Rik",0,0,0,0,0
"Ndst3",6481,5325,7668,6353,6470
"Prss12",1096,1105,1263,1299,1086
"Rnpc3",3939,3379,4375,4144,4091
"Cyp2u1",1481,1634,1602,1378,1475
"Hadh",1321,1462,1419,1210,1391
"Lef1",421,622,457,516,294
"Trim2",61577,52286,61844,55106,58723
"Ccdc109b",145,129,143,147,142
"Tlr2",106,155,82,108,468
"Sfrp2",61,78,78,40,56
"Casp6",280,347,292,300,277
"Plrg1",2445,2128,2385,2172,2380
"Pla2g12a",1372,1289,1265,1152,1233
"Fga",6,5,5,5,5
"Lrat",30,14,20,10,22
"Npy2r",6098,4548,5578,4368,5998
"Gucy1b3",10694,9744,11424,11791,10308
"Snx7",1274,1370,1487,1357,1273
"Asic5",1,1,1,2,1
"1700061I17Rik",0,0,0,0,0
"Gar1",443,420,427,424,420
"Tdo2",582,522,571,587,680
"Rrh",189,113,117,122,112
"Ppa2",2415,2345,2876,2535,2430
"Ctso",2422,2583,2431,2470,2776
"Ints12",1231,1261,1293,1205,1334
"Egf",250,279,376,330,306
"Gstcd",700,804,658,733,708
"Pdgfc",760,630,711,590,656
"Glrb",14457,12970,15808,14174,13871
"Pitx2",0,2,2,0,0
"Enpep",171,215,258,224,199
"Alpk1",765,746,713,849,697
"Aimp1",2630,2324,2772,2664,2635
"Tbck",8024,7555,8912,7440,8324
"Dkk2",24,42,68,76,124
"Papss1",5042,4996,5233,5049,5103
"Kcnq5",10558,9476,10276,8834,9891
"Fubp1",16780,15605,18094,16595,16707
"Dnajb4",7203,6292,7459,6828,6771
"Ptgfr",69,179,125,141,124
"Ifi44",48,27,71,97,107
"Efna3",3092,2771,3048,2646,3011
"Efna4",26,44,30,19,34
"Adam15",5157,5048,5894,5084,5373
"Zbtb7b",1185,890,897,811,1048
"Cks1b",76,84,71,58,107
"Thbs3",1609,1332,1751,1341,1639
"Gba",1999,1852,2137,1792,2114
"Scamp3",1658,1879,1902,1637,1729
"Hcn3",670,687,910,775,676
"Ash1l",37144,33123,38270,37545,36386
"Rit1",1463,1286,1527,1364,1539
"Arhgef2",12864,12277,12775,13074,12294
"2810403A07Rik",5489,4941,5738,5514,5299
"Lamtor2",1177,1143,1290,1085,1237
"Lmna",1931,2213,2066,2178,1806
"Sema4a",1713,1870,2188,1961,1681
"Pmf1",156,195,170,205,166
"Iqgap3",51,52,38,42,89
"Gpatch4",866,768,938,872,828
"Apoa1bp",1454,1661,1577,1532,1528
"Sh2d2a",2,0,2,0,14
"Ntrk1",6,4,2,0,4
"Pear1",207,377,316,276,238
"Cd1d1",52,51,52,50,46
"Dclk2",9666,8800,9804,8769,9420
"Lrba",10006,9696,10407,10239,9953
"Rps3a1",14904,14243,16239,15389,16579
"Sh3d19",4627,5077,3155,3020,3049
"Gatb",1285,1199,1362,1305,1346
"Fbxw7",17769,17032,20753,19699,16840
"Fmo5",447,428,455,411,438
"Chd1l",878,844,961,898,843
"Acp6",1305,1156,1382,1268,1203
"Gpr89",4121,3652,4346,3800,4074
"Rnf115",4709,4014,4397,4414,4268
"Polr3c",1293,1297,1444,1287,1272
"Nudt17",337,333,377,334,352
"Pias3",1435,1643,1553,1596,1342
"Pex11b",1034,1102,1197,1033,1124
"Polr3gl",1294,1147,1397,1183,1111
"Rprd2",10191,9868,10830,9826,9852
"Tars2",2401,2324,2637,2386,2410
"Ecm1",196,261,223,257,441
"Hormad1",1,0,0,0,0
"Ctsk",107,163,153,203,181
"Mettl14",1918,1710,1957,1845,1862
"Bnipl",24,14,13,26,16
"Myoz2",4,2,6,2,5
"Bcar3",976,1009,817,816,828
"Gclm",5722,5448,6016,5671,5615
"Abca4",1697,3127,301,245,301
"Pip5k1a",6330,5967,5963,6016,6213
"Abcd3",6871,6168,6760,5935,6614
"F3",2680,2591,3034,3066,2919
"Tmem56",6410,6066,7470,6754,6612
"Rwdd3",903,859,1020,804,986
"Ptbp2",15023,14187,16927,14921,15751
"Snx27",15941,13939,16574,14122,15898
"Celf3",8662,9274,9702,9594,9276
"Adh5",2983,2976,3204,3077,3176
"Riiad1",151,143,139,91,137
"Mrpl9",1904,1650,1918,1764,2000
"Oaz3",0,6,2,4,4
"Them4",1881,1722,1825,1639,1908
"Them5",5,4,0,2,2
"Rap1gds1",21602,19000,22574,20930,20279
"Rorc",296,219,243,201,226
"Tspan5",11412,10889,11600,12321,11382
"Eif4e",8650,8161,9355,8696,8948
"Mttp",1333,1155,1388,1250,1486
"Dapp1",509,479,549,489,680
"Ppp3ca",151357,126458,143852,143867,148590
"Nfkb1",2570,2403,2496,2584,2734
"Manba",1091,1216,1228,1075,1232
"Cisd2",5136,4698,5121,4979,4570
"Bdh2",104,129,94,102,157
"Tacr3",392,349,505,291,351
"Wls",2762,3551,3106,3044,2876
"Rpe65",51,32,84,97,36
"Depdc1a",8,4,7,7,14
"Lrrc7",33561,30206,36722,34569,35429
"1810013D15Rik",12,1,12,3,7
"Cth",297,237,307,261,228
"Zranb2",16495,15302,18227,17154,17174
"Lrriq3",108,84,91,89,89
"Adgrl2",7037,6435,8155,7994,6698
"Dnase2b",0,2,2,2,4
"Uox",61,47,42,37,29
"Rpf1",881,948,939,921,947
"Spata1",268,264,385,244,258
"Ctbs",1119,1214,1250,1242,1171
"Bcl10",793,807,807,865,857
"Ddah1",5854,5953,6392,6456,6326
"Cyr61",131,191,166,465,315
"Col24a1",131,116,97,235,80
"Cryz",917,936,998,814,866
"Asph",12537,11724,13272,12263,12745
"Trp53inp1",2702,2250,2568,2857,3445
"Ccne2",447,459,522,567,578
"Gem",97,97,104,109,149
"Cdh17",0,4,0,0,4
"Fam92a",4291,4107,4641,4356,4336
"Tmem55a",4159,4000,4237,3664,3874
"Calb1",11133,9321,12335,10363,11091
"Decr1",1130,1240,1195,1046,1289
"Nbn",1366,1343,1573,1453,1502
"Mmp16",7695,6970,9037,8351,7993
"Cpne3",2975,3051,3012,2965,3335
"Rmdn1",1135,1063,1186,1154,1185
"Tmem68",3306,3084,3342,3150,3307
"Tgs1",4354,3863,4551,4123,4401
"Rps20",4989,5216,5115,4975,5652
"Sdr16c5",0,0,0,0,0
"Atp6v0d2",2,8,2,9,1199
"Cyp7a1",0,0,0,0,0
"Ubxn2b",5429,2783,7351,4560,6674
"1700025O08Rik",0,0,0,0,0
"Nsmaf",4773,4527,5447,4996,4929
"Faxc",6568,6142,7328,6924,6315
"Coq3",1081,1214,1249,1090,1105
"Pnisr",26963,23084,28633,27169,25601
"Sdcbp",16617,15176,16469,14408,19049
"Tstd3",1389,1188,1542,1284,1381
"Ccnc",4276,3595,4300,3917,3865
"Clca1",3,2,0,0,4
"Odf2l",2218,2104,2500,2166,2133
"Fhl5",17,18,21,11,9
"Ndufaf4",3291,2832,3273,2924,3120
"Clca3a2",25,20,37,18,31
"Spaca1",7,2,5,14,13
"Lmo4",9186,9174,10347,9381,9406
"Gbp3",193,280,346,492,599
"Gbp2",127,246,341,362,848
"Gtf2b",2091,2026,2005,2074,2071
"Pdlim5",4079,4296,3648,3479,4049
"Rngtt",4113,3529,4360,3472,4138
"Ube2j1",8551,7933,9055,7993,8424
"Rragd",8731,8053,8172,7829,8530
"Gabrr1",4,8,14,0,10
"Casp8ap2",3330,2552,3056,3164,3136
"Map3k7",6392,6326,7014,6433,6501
"1700009N14Rik",0,0,0,0,0
"Epha7",21653,17631,19350,21359,21620
"Akirin2",4474,4360,4620,4160,4542
"Rars2",1803,1765,1992,1745,1702
"Slc35a1",1493,1491,1392,1287,1419
"1700003M02Rik",248,372,151,81,144
"Smim8",584,643,613,520,499
"Cga",2,0,2,0,0
"3110043O21Rik",2113,1971,2283,2364,2481
"Aldob",122,110,159,196,126
"Rnf20",9824,8940,10351,9388,9618
"Ppp3r2",120,163,200,95,122
"Smc2",2209,2057,2552,2254,2633
"Toporsl",0,2,2,2,2
"Polr1e",393,361,463,434,402
"Exosc3",498,457,490,487,491
"Stra6l",10,6,6,4,152
"Tmod1",2364,2727,2262,2803,2520
"Xpa",725,710,827,764,699
"Ncbp1",4964,4433,5027,4627,4750
"5830415F09Rik",223,228,265,258,212
"Hemgn",1,0,0,0,0
"Anp32b",3918,3840,4087,3764,4170
"Nans",664,674,668,590,750
"Coro2a",1759,1701,2185,1984,1848
"Col15a1",366,359,420,410,446
"Nr4a3",10069,8697,9069,7611,10148
"Erp44",3480,3227,3742,3304,3648
"Invs",1485,1452,1727,1556,1569
"Tex10",2902,2476,2728,2799,2885
"Tmeff1",7076,6461,7452,6716,6715
"Murc",197,237,236,219,202
"Brinp1",16950,16040,16898,17735,16022
"Fmn2",12143,11747,13641,12638,11896
"Ambp",0,0,1,0,2
"Kif12",2,2,5,0,0
"Zfp618",743,757,880,674,717
"Orm3",0,0,0,0,2
"Slc44a5",6685,5425,6241,5320,8126
"Tnfsf8",8,8,20,12,56
"Tnc",707,1005,948,870,1191
"Txn1",2446,2400,2711,2364,2912
"Svep1",155,323,294,233,230
"Pappa",359,279,321,266,315
"Astn2",2976,3193,3756,3660,2900
"Ptgr1",152,128,164,131,219
"Ugcg",8467,7778,9151,8186,7726
"Ptbp3",5814,5521,5533,5467,7358
"Hsdl2",2347,2412,2517,2187,2537
"Snx30",6390,6171,6357,6560,6073
"Slc46a2",0,0,0,0,0
"Zfp37",2795,2518,3055,2624,2684
"Wdr31",560,602,682,531,530
"Bspry",58,41,49,52,42
"Alad",788,920,841,831,707
"Pole3",1380,1458,1446,1421,1471
"2310002L09Rik",0,0,0,0,0
"Kdm4c",4990,4738,5052,5001,4982
"Tmem261",983,918,1043,892,1008
"Ptprd",32679,29388,37540,38065,29108
"Mpdz",12130,10465,13279,10208,12088
"Zdhhc21",10127,9501,10550,10261,9683
"Aco1",2523,2637,2766,2495,2541
"Toporsos",71,80,79,73,57
"Smu1",4062,3972,4659,3991,4160
"Dnaja1",20399,17065,21159,17673,19320
"Aptx",2288,2198,2481,2241,2324
"Slc44a1",9357,8859,9310,9125,9319
"B4galt1",1006,1079,765,784,1007
"Fktn",7017,5844,6954,5886,5870
"Spink4",0,0,0,1,0
"Bag1",5354,5214,6378,5485,5784
"Tal2",26,17,21,29,15
"Chmp5",4781,4445,5098,4424,4843
"Tmem38b",1349,1346,1301,1249,1335
"Nfx1",9228,9005,9873,9726,9480
"Rad23b",14041,13147,14897,13280,13971
"Aqp7",0,4,2,0,0
"Nol6",8706,8596,9335,8576,9111
"Ikbkap",6923,7105,7562,7162,7230
"Ubap2",4007,3624,4220,3582,3564
"Epb4.1l4b",4398,4086,5033,4409,4398
"Aqp3",0,2,2,2,3
"Dcaf12",3740,3578,3753,3687,3975
"Ubap1",3212,3046,3586,3256,3323
"Kif24",189,242,179,170,138
"Fam219a",9467,9427,10425,10058,9240
"1110017D15Rik",166,182,114,82,99
"Nudt2",686,682,865,641,679
"Cntfr",3015,2836,3155,2967,2910
"Enho",1482,1642,1666,1419,1572
"Dctn3",2986,2719,3159,2610,2894
"1700022I11Rik",2,0,0,0,3
"Vcp",19105,18192,20044,17567,18989
"Fancg",696,647,781,702,773
"Pigo",1356,1278,1499,1386,1234
"Stoml2",2181,2264,2384,2129,2235
"Unc13b",6448,6536,7997,7095,6586
"Atp8b5",41,57,46,56,36
"Tesk1",4351,4350,5146,4606,4523
"Cd72",8,5,11,25,152
"Sit1",0,0,0,0,0
"Ccdc107",873,857,828,748,823
"Car9",25,28,37,23,34
"Tpm2",209,233,257,255,216
"Tln1",5103,5690,5260,5085,6478
"Creb3",2092,2123,2094,1940,1974
"Gba2",5806,5695,6434,6096,5822
"Rgp1",3339,3442,3729,3470,3189
"Npr2",3137,3307,3147,3274,3065
"Hint2",574,601,620,522,464
"5430416O09Rik",57,50,87,47,29
"Reck",1193,1343,1456,1217,1149
"Clta",9022,9147,10120,8856,9310
"Gne",3127,2994,3204,2969,3014
"Glipr2",141,209,230,164,342
"Snapc3",3972,3511,4325,3831,3941
"Psip1",18705,16785,20338,18119,18855
"Bnc2",59,186,232,150,141
"Sh3gl2",20572,20021,23740,19443,20361
"Saxo1",0,7,1,2,5
"Plin2",247,297,274,270,1742
"Rps6",5437,5522,5745,5415,6042
"Mllt3",6936,6060,7316,6492,6837
"Hacd4",230,342,290,292,653
"Usp24",16799,16154,17869,16537,17911
"Ppap2b",18213,19424,19908,20068,19789
"Prkaa2",6599,6638,7603,7727,6066
"Dab1",14348,13343,14903,14953,13876
"4921539E11Rik",0,0,0,0,0
"Slc35d1",1850,1721,1754,1896,1830
"Mier1",7216,6938,7513,7516,7817
"Tctex1d1",35,25,24,25,45
"Sgip1",23308,21282,25077,22912,22919
"Pde4b",7556,7025,7938,7599,7595
"Ak4",5996,4777,5306,4067,6059
"Dnajc6",34586,32242,38157,33134,33972
"Jak1",17829,16630,18956,16897,18458
"Cachd1",4897,4965,4823,3821,4732
"Izumo3",0,0,0,0,0
"2610528J11Rik",0,0,1,0,2
"St3gal3",2616,2426,2791,2587,2509
"Artn",53,35,50,33,46
"Dph2",558,488,522,458,562
"B4galt2",3057,3126,3397,3198,2980
"Slc6a9",1983,2363,2201,2064,1645
"Slc5a9",0,6,0,0,2
"Bend5",563,540,765,681,600
"Elavl4",7564,6880,10217,8013,7263
"Itgb3bp",459,494,554,429,518
"Atg4c",5009,4310,4986,4791,4496
"Cdkn2c",146,147,148,138,206
"Eps15",32051,26364,32496,28124,30013
"Angptl3",4,5,3,5,6
"Ttc39a",122,205,141,197,120
"Dock7",6463,6844,6555,6716,6514
"Rnf11",20117,18510,22549,20378,19988
"Calr4",64,65,71,64,64
"Osbpl9",4032,3841,4285,3965,4222
"Usp1",3466,2956,3419,3470,3469
